1.152,33.4
2.159,33.3
3.166,59.4
4.158,86.1
5.166,86.0
6.157,85.9
7.164,85.9
8.156,85.9
9.163,61.6
10.155,33.7
11.162,33.6
12.169,33.6
13.16,33.8
