0.784,33.0
1.775,32.9
2.783,33.1
3.775,84.0
4.782,84.2
5.774,84.4
6.781,84.6
7.772,84.8
8.78,77.4
9.787,34.1
10.778,34.0
11.785,33.9
12.777,34.1
13.784,34.1
