0.848,32.3
1.839,32.8
2.847,33.3
3.839,82.0
4.846,82.0
5.838,82.3
6.845,82.3
7.837,72.1
8.844,49.9
9.836,67.7
10.843,84.9
11.835,84.9
12.842,85.0
13.833,85.1
14.841,85.2
15.832,85.5
16.84,43.1
17.831,34.6
